movie_id,title,tags
201,Star Trek: Nemesis,sciencefiction action adventure thriller clone assassination ambush federation starfleet enterprise-e romulus android senate selfsacrifice telepathy weapon romulans spaceopera patrickstewart jonathanfrakes brentspiner stuartbaird
11775,Intolerable Cruelty,crime comedy romance california assassin infidelity fetish hitman tycoon court satire lawyer inheritance divorce georgeclooney catherinezeta-jones edwardherrmann joelcoen
87825,Trouble with the Curve,drama romance women baseball pitcher homerun aging sport talent-scout cigarsmoking pooreyesight bostonredsox draft motelroom baseballscout failingeyesight blurryvision blurredsight clinteastwood amyadams justintimberlake robertlorenz
12201,Edge of Darkness,crime drama mystery thriller murder violence deathofdaughter homicidedetective melgibson raywinstone dannyhuston martincampbell
11015,The Relic,horror mystery thriller chicago basedonnovel monster museum pileofdeadbodies god deadbody anthropologist indiantribe amazonjungle penelopeannmiller tomsizemore lindahunt peterhyams
9932,Analyze That,comedy crime prison gold therapist gangster robertdeniro billycrystal lisakudrow haroldramis
13389,Righteous Kill,action crime drama thriller revenge murder plottwist dirtycop robertdeniro carlagugino 50cent jonavnet
8838,Mercury Rising,action crime drama thriller assassin lossoffamily autism fbi bangkok nationalsecurityagency(nsa) boy childinperil fbiagent autisticsavant brucewillis alecbaldwin mikohughes haroldbecker
17332,The Soloist,drama newspaper cello musical violin losangeles robertdowneyjr. jamiefoxx catherinekeener joewright
4958,The Legend of Bagger Vance,fantasy drama competition worldwari greatdepression caddy savannah mattdamon brucemcgill charlizetheron robertredford
786,Almost Famous,drama music hotelroom sandiego drugaddiction stewardess overdose groupie musicjournalist blacksabbath rock concert swimmingpool basedontruestory promiscuity comingofage ontheroad domineeringmother reconciliation semiautobiographical innocencelost bustrip aspiringwriter katehudson billycrudup francesmcdormand cameroncrowe
9513,Garfield: A Tail of Two Kitties,animation comedy family londonengland cat mistakeinperson luxury wretch nobility garfield billmurray jenniferlovehewitt billyconnolly timhill
11679,xXx: State of the Union,action adventure crime drama mystery thriller washingtond.c. helicopter usapresident general coupd'etat militaryprison coup agent insurgent secretaryofdefense potus icecube samuell.jackson willemdafoe leetamahori
38321,Priest,action sciencefiction fantasy thriller horror vampire crucifixion post-apocalyptic dystopia vampirehunter disobey niece darkhero paulbettany karlurban camgigandet scottstewart
14411,Sinbad: Legend of the Seven Seas,family animation adventure prince watermonster bradpitt catherinezeta-jones michellepfeiffer timjohnson
8413,Event Horizon,horror sciencefiction mystery spacemarine nudity nightmare hallucination cryogenics spacetravel blackhole insanity delusion crew alternatedimension evilspirit hellgate religion explosion violence burningman rescueteam flashback supernaturalpower trappedinspace distresssignal derelictship laurencefishburne samneill kathleenquinlan paulw.s.anderson
10052,Dragonfly,drama pregnancyandbirth voice dragonfly carcrash jungle hospital doctor humanitarian spiritism kevincostner joemorton ronrifkin tomshadyac
9676,The Black Dahlia,drama pornography observer losangeles murderhunt joshhartnett scarlettjohansson aaroneckhart briandepalma
9664,Flyboys,action adventure drama history romance war worldwari biplane jamesfranco davidellison jeanreno tonybill
2100,The Last Castle,action drama thriller prison general robertredford jamesgandolfini markruffalo rodlurie
10384,Supernova,horror sciencefiction thriller blackpeople starships future star supernova blast jamesspader angelabassett robertforster walterhill
137321,Winter's Tale,drama fantasy mystery romance basedonnovel colinfarrell jessicabrownfindlay russellcrowe akivagoldsman
123553,The Mortal Instruments: City of Bones,action adventure drama mystery romance fantasy angel vampire werewolf warlock downworlder shadowhunter demonhunter basedonyoungadultnovel lilycollins jamiecampbellbower kevinzegers haraldzwart
11260,Meet Dave,comedy sciencefiction adventure family newyork captain starships newlove earth friendship crew carcrash space alien survival planet duringcreditsstinger eddiemurphy elizabethbanks gabrielleunion brianrobbins
9009,Dark Water,"drama horror thriller basedonnovel water remake teacher divorce apartment ghost manhattan,newyorkcity jenniferconnelly johnc.reilly timroth waltersalles"
11374,Edtv,comedy tvshow tvstation simulatedreality realitytv tvstar tvratings matthewmcconaughey woodyharrelson sallykirkland ronhoward
2309,Inkheart,adventure family fantasy book fairytale eavesdropping adventure writer'sblock brendanfraser siennaguillory andyserkis iainsoftley
8285,The Spirit,action comedy thriller crime sciencefiction secretidentity robber mask frog basedoncomicstrip backfromthedead gabrielmacht scarlettjohansson samuell.jackson frankmiller
210860,Mortdecai,comedy adventure basedonnovel painting debt artdealer stolenpainting johnnydepp gwynethpaltrow ewanmcgregor davidkoepp
2312,In the Name of the King: A Dungeon Siege Tale,adventure fantasy action drama fictionalplace monster lossoffamily newlove hero loveofone'slife magic fairytale villain kingdom enchantment badpower son heirtothethrone motherlylove wizardry revenge royalty family basedonvideogame medieval jasonstatham johnrhys-davies rayliotta uweboll
9839,Beyond Borders,drama romance adventure war londonengland cia landmine loveofone'slife cambodia ethiopia chechnya foreignaid angelinajolie cliveowen teripolo martincampbell
381902,The Monkey King 2,action adventure fantasy monkeyking aaronkwok gongli williamfeng soicheang
13922,The Great Raid,action history war basedonnovel worldwarii prisonersofwar narration archivefootage rescuemission soldier 1940s inspiredbytrueevents fictionalizedhistory benjaminbratt jamesfranco connienielsen johndahl
293660,Deadpool,action adventure comedy antihero mercenary marvelcomic superhero basedoncomicbook breakingthefourthwall aftercreditsstinger duringcreditsstinger selfhealing ryanreynolds morenabaccarin edskrein timmiller
9713,Holy Man,drama comedy salesclerk television tvratings guru televisionproducer eddiemurphy jeffgoldblum kellypreston stephenherek
190859,American Sniper,war action sniper biography iraq navyseal u.s.soldier bradleycooper siennamiller kylegallner clinteastwood
257445,Goosebumps,adventure horror comedy basedonnovel magic fantasy werewolf family ventriloquistdummy bookcomestolife 3d jackblack dylanminnette odeyarush robletterman
9007,Just Like Heaven,comedy fantasy romance coma basedonnovel workaholic flirt architect romanticcomedy ghost landscapearchitect reesewitherspoon markruffalo donallogue markwaters
889,The Flintstones in Viva Rock Vegas,sciencefiction comedy family romance waitress marriageproposal flirt stoneage bestfriend dinosaur markaddy stephenbaldwin kristenjohnston brianlevant
1370,Rambo III,action adventure thriller war competition submachinegun sovietunion liberation russian soviettroops thailand freedomfighter afghanistan waronfreedom machinegun mujahid realityshow western japanesefood soapopera sylvesterstallone richardcrenna kurtwoodsmith petermacdonald
4942,Leatherheads,comedy romance drama americanfootball sportsteam stadium hero success sponsorship police games coach womanreporter thebiggame georgeclooney renéezellweger johnkrasinski georgeclooney
347969,The Ridiculous 6,comedy western wildwest adamsandler taylorlautner stevebuscemi frankcoraci
24438,Did You Hear About the Morgans?,comedy witnessprotection comedy duringcreditsstinger hughgrant sarahjessicaparker marysteenburgen marclawrence
116741,The Internship,comedy jobinterview lossofjob intern referencetogoogle newjob laidoff transamericapyramid owenwilson vincevaughn rosebyrne shawnlevy
35791,Resident Evil: Afterlife,action adventure horror sciencefiction post-apocalyptic dystopia undead biohazard evilcorporation residentevil zombie basedonvideogame duringcreditsstinger 3d millajovovich wentworthmiller alilarter paulw.s.anderson
72431,Red Tails,drama action adventure history war worldwarii fighterpilot fighterplane bryancranston davidoyelowo cubagoodingjr. anthonyhemingway
1813,The Devil's Advocate,"drama horror mystery thriller childabuse southernusa obsession subway nudity bible seduction hallucination ambition devil'sson marriagecrisis pactwiththedevil crookedlawyer evilspirit satan religion lust courtroom temptation lawfirm manhattan,newyorkcity sevendeadlysins ethics gainesvilleflorida keanureeves alpacino charlizetheron taylorhackford"
87428,That's My Boy,comedy deadbeatdad cheatingfiancée teacherstudentsex brothersisterincest adamsandler susansarandon evaamurrimartino seananders
8840,DragonHeart,fantasy magic kingdom despot immortality village forest army horror partner revenge knight battle medieval dragonheart dennisquaid davidthewlis petepostlethwaite robcohen
10589,After the Sunset,action comedy crime drama bahamas masterthief crookcouple piercebrosnan salmahayek woodyharrelson brettratner
71676,Ghost Rider: Spirit of Vengeance,action fantasy thriller monk easterneurope skeleton biker marvelcomic superhero motorcycle devil darkhero ghostrider nicolascage ciaránhinds violanteplacido briantaylor
1722,Captain Corelli's Mandolin,drama history romance officer greekisland mandolin italiansoldier resistancefighter greekhistory italianarmy alliedforces nicolascage penélopecruz johnhurt johnmadden
10022,The Pacifier,action comedy drama family thriller bodybuilder children bodyguard scientist family u.s.soldier deathofhusband malenanny vindiesel laurengraham faithford adamshankman
11358,Walking Tall,adventure drama action thriller casino sheriff home violence specialforces exsoldier dwaynejohnson johnnyknoxville nealmcdonough kevinbray
13,Forrest Gump,comedy drama romance vietnamveteran hippie mentallydisabled running basedonnovel vietnam vietnamwar friendship love familyrelationships bully mothersonrelationship military hugging shrimping woundedsoldier flashback parkbench amputee tomhanks robinwright garysinise robertzemeckis
6477,Alvin and the Chipmunks,comedy music family fantasy animation pop popstar recordproducer surprise approach forest music concert friendship performance chipmunk talkinganimal songwriter talkingtoanimals duringcreditsstinger jasonlee davidcross cameronrichardson timhill
1597,Meet the Parents,comedy romance cia airport cat jew orderly airplane father-in-law epistaxis daughter lostbaggage urn pavilion volleyball hospital wedding benstiller robertdeniro teripolo jayroach
10530,Pocahontas,adventure animation drama family cultureclash settler forbiddenlove colony musical goldrush princess romance nativeamerican animation virginia starcrossedlovers referencetopizarro jamestownvirginia pugdog crossculturalrelationship musket animatetree indianchief basedonfolktale 17thcentury shamanism songs indiansvs.settlers animalsidekick powhatan landclaim irenebedard melgibson davidogdenstiers mikegabriel
1924,Superman,action adventure fantasy sciencefiction savingtheworld journalist dccomics crimefighter nuclearmissile galaxy superhero basedoncomicbook criminal sabotage northpole midwest kryptonite superpowers superhumanstrength aftercreditsstinger savetheday christopherreeve marlonbrando margotkidder richarddonner
9327,The Nutty Professor,fantasy comedy romance sciencefiction overweight overweightman duringcreditsstinger eddiemurphy jadapinkettsmith jamescoburn tomshadyac
8488,Hitch,comedy drama romance speeddate romanticcomedy dating willsmith evamendes kevinjames andytennant
10603,George of the Jungle,adventure comedy family romance africa sanfrancisco gorilla lion feralchild jungle brendanfraser lesliemann thomashadenchurch samweisman
8273,American Wedding,comedy romance handcuffs sistersisterrelationship spanner blowjob stagnight wedding jasonbiggs alysonhannigan seannwilliamscott jessedylan
109424,Captain Phillips,action drama thriller ship hijacking somalia fisherman blood poverty pirate terrorism commando hijack cargoship shipcaptain shiphijacking somali commandounit tomhanks catherinekeener maxmartini paulgreengrass
35056,Date Night,comedy date corruption taxi expensiverestaurant wifehusbandrelationship gun boat taxidriver document restaurant roof marriedcouple politician stripper shooting thief carcrash stealing mistakenidentity policecorruption aftercreditsstinger duringcreditsstinger tinafey stevecarell markwahlberg shawnlevy
8839,Casper,fantasy comedy family halloween friendship supernatural afterlife friends danger ghost disorder youngheroes imaginary supernaturalability mischievouschildren christinaricci billpullman cathymoriarty bradsilberling
156022,The Equalizer,thriller action crime corruption assassin hostage fbi hitman russian securitycamera sadism vigilante sociopath revenge suspense organizedcrime gore gangster violence teenageprostitute commando interrogation surveillance exsoldier fakeddeath loner callgirl blackops handtohandcombat mysteriouspast denzelwashington martoncsokas chloëgracemoretz antoinefuqua
7303,Maid in Manhattan,comedy drama romance hotel politician mistakenidentity maid classdifferences singlemother publicrelations maiduniform hotelclerk wealthdifferences jenniferlopez ralphfiennes natasharichardson waynewang
8963,Crimson Tide,action thriller drama submarine mutiny russia missile nuclearmissile embassy u.s.navy battleforpower torpedo military moraldilemma postcoldwar aircraftcarrier chainofcommand launchcode sonar denzelwashington genehackman mattcraven tonyscott
1402,The Pursuit of Happyness,drama sanfrancisco singleparent homelessperson bus worker homelessness work churchservice badluck biography salesman stockbroker willsmith jadensmith thandienewton gabrielemuccino
9315,Flightplan,thriller drama mystery berlin lossoffather airplane baby-snatching jodiefoster petersarsgaard seanbean robertschwentke
8984,Disclosure,drama thriller crime mystery romance employee workplace sexualharassment intrigue michaeldouglas demimoore donaldsutherland barrylevinson
795,City of Angels,drama fantasy romance suicide angel lifeanddeath desperation operation heaven faith afterlife losangeles interspeciesromance nicolascage megryan andrebraugher bradsilberling
24,Kill Bill: Vol. 1,action crime japan coma martialarts kungfu underworld yakuza sword bride revenge gore femaleyakuza blood wedding samuraisword partanimation umathurman lucyliu vivicaa.fox quentintarantino
11353,Bowfinger,comedy filmproducer filmdirector moviestudio hollywood filmmaking movieactress stevemartin eddiemurphy heathergraham frankoz
393,Kill Bill: Vol. 2,action crime thriller brotherbrotherrelationship swordplay katana motherrole rageandhate daughter rightandjustice single aftercreditsstinger duringcreditsstinger umathurman davidcarradine darylhannah quentintarantino
9618,Tango & Cash,action adventure comedy prisoner warondrugs losangeles sylvesterstallone kurtrussell terihatcher andreikonchalovsky
9374,Death Becomes Her,fantasy comedy jealousy beauty immortality rivalry potion drinking merylstreep brucewillis goldiehawn robertzemeckis
8584,Shanghai Noon,adventure action comedy western princess sioux travel rescue nativeamerican chinese cowboy duringcreditsstinger 19thcentury jackiechan owenwilson lucyliu tomdey
2320,Executive Decision,action adventure drama thriller bomb ransom hostage airplane hijacking terrorcell specialunit deception rescue covertoperation disaster shootout terrorism explosion violence surveillance nightvisiongoggles flightattendant intelligenceagent flashback handtohandcombat nervegas kurtrussell stevenseagal halleberry stuartbaird
58224,Mr. Popper's Penguins,comedy family taxi restaurant zoo penguin exhusband littleboy zookeeper doorman ride birdhatching aftercreditsstinger duringcreditsstinger jimcarrey carlagugino madelinecarroll markwaters
1729,The Forbidden Kingdom,action adventure fantasy tempel shaolin teenager urination staff warrior monkeyking jackiechan jetli michaelangarano robminkoff
175574,Free Birds,animation comedy family holiday thanksgiving freedom duringcreditsstinger 3d owenwilson woodyharrelson amypoehler jimmyhayward
8077,Alien³,sciencefiction action horror prison android spacecraft spacemarine imprisonment spacecolony spacetravel rottweiler dystopia sequel alien redemption outerspace planet shavedhead crashlanding impregnation penalcolony furnace suspendedanimation xenomorph sigourneyweaver charless.dutton charlesdance davidfincher
8818,Evita,history drama music prostitute deification dancehallhostess perónism argentinepresident risetopower singingnarrator soccerball madonna antoniobanderas jonathanpryce alanparker
8195,Ronin,action thriller crime adventure paris france armsdeal audi impostor case violence iceskating computerexpert exkgb preparation hitwithacardoor cellularphonetrace merrygoround robertdeniro jeanreno nataschamcelhone johnfrankenheimer
10586,The Ghost and the Darkness,adventure africa lion bridge basedontruestory kenya animalattack lionattack colonialism swahili michaeldouglas valkilmer tomwilkinson stephenhopkins
116149,Paddington,family comedy england trainstation basedonnovel bear anthropomorphism talkingtoanimals children'sbook nicolekidman petercapaldi benwhishaw paulking
80035,The Watch,comedy usa sterility castration marriage friendship alien suburb alieninvasion death teenagedaughter neighborhoodwatch creepyneighbor benstiller vincevaughn jonahhill akivaschaffer
10632,The Hunted,drama action thriller crime hunter fbi knife balkanwar woods psychopathickiller slaughter survivalist maniac specialforces killingspree combat exsoldier darkpast manhunt goryviolence tommyleejones beniciodeltoro connienielsen williamfriedkin
12117,Instinct,drama mystery thriller prison gorilla research instinct murder psychologist anthonyhopkins cubagoodingjr. donaldsutherland jonturteltaub
1792,Stuck on You,comedy sex dancer martialarts cook stripper love bully hollywood twins flashback freak actor anxiety conjoined siamese mattdamon gregkinnear evamendes bobbyfarrelly
13260,Semi-Pro,comedy sport basketball flintmichigan nba merger trade garbagecan canon ramp championship deadparent willferrell mauratierney woodyharrelson kentalterman
72197,The Pirates! In an Adventure with Scientists!,animation adventure family comedy rivalry stopmotion pirate aftercreditsstinger duringcreditsstinger hughgrant brendangleeson jeremypiven peterlord
3580,Changeling,crime drama mystery corruption mother nudity minister power public government police reunion murder conspiracy losangeles missing motherlove criticism angelinajolie jeffreydonovan johnmalkovich clinteastwood
12123,Chain Reaction,action drama sciencefiction thriller fbi hydrogenbomb secretlab energysupply conspiracy aftercreditsstinger keanureeves morganfreeman rachelweisz andrewdavis
9566,The Fan,drama mystery thriller sport luck sanfranciscogiants childcustody baseballpitcher baseballfan psychoticfan sportsagent drivingrange steamroom robertdeniro wesleysnipes ellenbarkin tonyscott
9833,The Phantom of the Opera,thriller drama romance dancing obsession auction wheelchair rose productplacement musical remake tragicvillain blackandwhite rooftop heroine disfiguredface basedonstagemusical theater disfigurementmask breakingmirror operasinger 1910s gerardbutler emmyrossum patrickwilson joelschumacher
4517,Elizabeth: The Golden Age,drama history romance england assassination spain virgin colony governance queenelizabethi religiouswar tudors execution middleages catholicism seabattle palaceintrigue cateblanchett cliveowen geoffreyrush shekharkapur
8202,Æon Flux,action sciencefiction martialarts dystopia surrealism basedoncartoon shootout espionage infertility cyberpunk extremeviolence sabotage oneagainstmany womandirector handtohandcombat actionheroine humancloning 25thcentury charlizetheron martoncsokas jonnyleemiller karynkusama
16072,Gods and Generals,drama history war war battle unionsoldier confederatesoldier americancivilwar secession stephenlang jeffdaniels robertduvall ronaldf.maxwell
34314,Turbulence,action thriller crime stewardess airplane shootout airmarshal christmas turbulence rayliotta laurenholly brendangleeson robertbutler
19724,Imagine That,comedy eddiemurphy thomashadenchurch yarashahidi kareykirkpatrick
145220,Muppets Most Wanted,comedy adventure crime family musical themuppets rickygervais tyburrell tinafey jamesbobin
14623,Thunderbirds,action adventure comedy family fantasy sciencefiction secretorganization basedontvseries goldengatebridge locker oilrig  teenagehero soakedclothes thunderbirds bradycorbet sorenfulton deboraweston jonathanfrakes
42297,Burlesque,drama romance musical losangeles burlesque burlesquedancer cher christinaaguilera ericdane steveantin
2841,A Very Long Engagement,drama paris prostitute lossoflover amnesia bodilydisabledperson worldwari wheelchair brittany lighthouse verdun lighthousekeeper teenagecrush disappearance soldier illegalprostitution privatedetective missingperson polio trenches audreytautou gaspardulliel dominiquepinon jean-pierrejeunet
802,Lolita,drama romance sexualobsession hotel depression lossofmother smalltown flirt midlifecrisis eroticism youngster lolita motel diary seduction forbiddenlove professorforliterature provocation fascination one-sidedlove widow adoptivefather lossofhusband summercamp secretlove jamesmason suelyon shelleywinters stanleykubrick
10375,D-Tox,action thriller alcoholism serialkiller hospital policeofficer detox sylvesterstallone courtneyb.vance tomberenger jimgillespie
36586,Blade II,fantasy horror action thriller katana mutation vampire silver superhero tragicvillain brokenneck lasersight violence explodingbody blade subjectivecamera torsocutinhalf reaper brokenwrist razorblade shotthroughadoor swordduel burntface wesleysnipes kriskristofferson ronperlman guillermodeltoro
11321,Seven Pounds,drama vegetarian taxcollector pianist blind organtransplant bloodtype willsmith rosariodawson sarahjanemorris gabrielemuccino
70074,Bullet to the Head,action crime thriller sylvesterstallone sungkang sarahshahi walterhill
242,The Godfather: Part III,crime drama thriller italy christianity newyork assassination italo-american vatican pope confession helicopter daughter lawyer alpacino dianekeaton andygarcía francisfordcoppola
9621,Elizabethtown,comedy drama romance suicide hotelroom suicideattempt newlove funeral airplane lovers fallinginlove orlandobloom kirstendunst susansarandon cameroncrowe
1819,"You, Me and Dupree",comedy romance roommate loveofone'slife newlywed katehudson owenwilson mattdillon anthonyrusso
8536,Superman II,action adventure fantasy sciencefiction savingtheworld dccomics sequel superhero basedoncomicbook lossofvirginity criminal superpowers phantomzone rocketfiredgrenade crystalmachine superhumanstrength duringcreditsstinger genehackman christopherreeve nedbeatty richardlester
8046,Gigli,drama newyork mentallydisabled kidnapping blackmail missionofmurder lovers lesbian mobster benaffleck jenniferlopez justinbartha martinbrest
1717,All the King's Men,drama thriller corruption journalist basedonnovel blackmail manipulation bodyguard louisiana scandal power governor politics tragedy mistress aristocrat seanpenn judelaw katewinslet stevenzaillian
479,Shaft,action adventure crime thriller corruption blackpeople italo-american brothersisterrelationship drugdealer revenge murder violence drug policeofficer xenophobia samuell.jackson jeffreywright christianbale johnsingleton
9444,Anastasia,animation family tzar musical russianrevolution trainexplosion foreignlanguageadaptation explodingtrain megryan johncusack christopherlloyd garygoldman
824,Moulin Rouge!,drama music romance duke musical writer'sblock music terminalillness writer noopeningcredits moulinrouge bohemian toulouselautrec redcurtain cancandance latraviata orpheusandeurydice dancehall nicolekidman ewanmcgregor johnleguizamo bazluhrmann
11456,Domestic Disturbance,mystery thriller crime menace adoption dangerous adoptivefather threattodeath stepfather murder divorce ex-wife child murderhunt johntravolta vincevaughn teripolo haroldbecker
261023,Black Mass,crime drama boston basedontruestory organizedcrime johnnydepp joeledgerton benedictcumberbatch scottcooper
3683,Flags of Our Fathers,war drama history worldwarii dyinganddeath pacific iwojima aftercreditsstinger duringcreditsstinger ryanphillippe adambeach jessebradford clinteastwood
22803,Law Abiding Citizen,drama crime thriller tattoo secretpassage baseballbat deal explosion justice districtattorney courtroom vigilantism jamiefoxx gerardbutler colmmeaney f.garygray
285923,Grindhouse,thriller action horror exploitation slasher zombie killer kurtrussell zoëbell rosariodawson robertrodriguez
39437,Beloved,drama thriller oprahwinfrey dannyglover thandienewton jonathandemme
1950,Lucky You,drama romance poker sport lasvegas ericbana drewbarrymore robertduvall curtishanson
640,Catch Me If You Can,drama crime conman biography fbiagent overheadcamerashot attemptedjailbreak engagementparty mislaidtrust bankfraud inspiredbyatruestory leonardodicaprio tomhanks christopherwalken stevenspielberg
97630,Zero Dark Thirty,thriller drama history assassination cia hotel terrorist prisoner cardealer mossad van iraq pakistan osamabinladen manhunt navyseal fword femaleprotagonist gunfight raid violence textmessage monkey dog specialforces tiedup military area51 terroristgroup torturing womandirector alqaeda prisoncamp watertorture suicidebombing 21stcentury exspecialforces post9/11 helicoptercrash islamabad jessicachastain jasonclarke markstrong kathrynbigelow
9767,The Break-Up,romance comedy bowling chicago americanfootball flat baseball newlove tourguide break-up artgallery argument pooltable watchingtv ex-boyfriendex-girlfriendrelationship dinnerparty condominium vincevaughn jenniferaniston joeylaurenadams peytonreed
11631,Mamma Mia!,comedy romance singleparent greece musical daughter single motherdaughterrelationship duringcreditsstinger womandirector merylstreep piercebrosnan amandaseyfried phyllidalloyd
32856,Valentine's Day,comedy romance flower marriedcouple florist kiss single valentine valentine'sday multiplestorylines aftercreditsstinger duringcreditsstinger jessicaalba jessicabiel bradleycooper garrymarshall
6519,The Dukes of Hazzard,action adventure comedy sheriff farm bikini redneck moonshine johnnyknoxville seannwilliamscott jessicasimpson jaychandrasekhar
8741,The Thin Red Line,drama history war basedonnovel japanese worldwarii battleassignment invasion marinecorps u.s.army commander pacific rifle survival jungle infantry steelhelmet sergeant pacificisland soldier battle fighting guadalcanal awol philosophicconflict seanpenn adrienbrody jimcaviezel terrencemalick
49520,The Change-Up,comedy jealousy chance wish change manchange co-worker body-swap oliviawilde ryanreynolds jasonbateman daviddobkin
1850,Man on the Moon,comedy drama romance showbusiness comedian wrestling jimcarrey courtneylove bobzmuda milošforman
524,Casino,drama crime poker drugabuse 1970s overdose illegalprostitution robertdeniro sharonstone joepesci martinscorsese
26389,From Paris with Love,action crime thriller paris cia undercover explosive pimp ambassador antihero revelation french politician firearm deception carcrash gang johntravolta jonathanrhysmeyers kasiasmutniak pierremorel
11817,Bulletproof Monk,action comedy fantasy monk homelessperson injection fall knifefight scroll theforce seannwilliamscott jaimeking karelroden paulhunter
2123,"Me, Myself & Irene",comedy schizophrenia ex-cop aftercreditsstinger duringcreditsstinger jimcarrey renéezellweger anthonyanderson bobbyfarrelly
9907,Barnyard,animation comedy family peasant farm cow cojote family courteneycox kevinjames samelliott steveoedekerk
9969,Deck the Halls,comedy family holiday massachusetts neighbor christmas dannydevito matthewbroderick kristindavis johnwhitesell
18239,The Twilight Saga: New Moon,adventure fantasy drama romance moon cinema vampire werewolf fangvamp kristenstewart robertpattinson taylorlautner chrisweitz
808,Shrek,adventure animation comedy family fantasy magic liberation lordship castle robinhood enchantment fairy-talefigure princess parody womandirector ogre mikemyers eddiemurphy camerondiaz andrewadamson
38050,The Adjustment Bureau,sciencefiction thriller romance hotel dancer hat senator future honesty plan kiss speech marriage politician alone fate footchase covertagency courthouse politicalcampaign basedonshortstory mattdamon emilyblunt johnslattery georgenolfi
8367,Robin Hood: Prince of Thieves,adventure england crusade mercifulness robinhood folkhero kevincostner morganfreeman christianslater kevinreynolds
9390,Jerry Maguire,comedy drama romance stadium career sport sportsagent tomcruise cubagoodingjr. renéezellweger cameroncrowe
72105,Ted,comedy fantasy friendship love teddybear toycomestolife wishescometrue markwahlberg milakunis sethmacfarlane sethmacfarlane
2898,As Good as It Gets,comedy romance singleparent waitress lonewolf friendship neighbor author cowardliness writer dog rude obnoxious unlikelyfriendship noodlesalad jacknicholson helenhunt gregkinnear jamesl.brooks
10312,Patch Adams,comedy drama nurse hospital doctor laughter robinwilliams philipseymourhoffman bobgunton tomshadyac
109443,Anchorman 2: The Legend Continues,comedy journalism mustache tvnews newsroom gangwarfare aftercreditsstinger newsspoof tvnewsanchor willferrell stevecarell paulrudd adammckay
2022,Mr. Deeds,comedy romance loveletter newhampshire ferrari liar citycountrycontrast inheritance billionaire newyorkcity kindness fable appletree corporatetakeover chryslerbuilding adamsandler winonaryder johnturturro stevenbrill
37686,Super 8,thriller sciencefiction mystery 1970s secret alien traincrash pistol firecracker duringcreditsstinger joelcourtney ellefanning rileygriffiths j.j.abrams
462,Erin Brockovich,drama biography basedontruestory singlemother waterpollution environmentallaw juliaroberts albertfinney aaroneckhart stevensoderbergh
9919,How to Lose a Guy in 10 Days,comedy romance newyork bet journalist therapist advertisingexpert relationship katehudson matthewmcconaughey kathrynhahn donaldpetrie
187017,22 Jump Street,crime comedy action highschool undercovercop buddycomedy aftercreditsstinger duringcreditsstinger jonahhill channingtatum davefranco phillord
628,Interview with the Vampire,horror romance paris sanfrancisco vampire plantation pity bite fangvamp bradpitt tomcruise kirstendunst neiljordan
10201,Yes Man,comedy bungee-jump scooter jimcarrey zooeydeschanel rhysdarby peytonreed
302699,Central Intelligence,action comedy spy cia espionage highschoolreunion referencetofacebook accountant dwaynejohnson kevinhart amyryan rawsonmarshallthurber
9441,Stepmom,drama romance divorce rebelliousdaughter freezeframe custody schoolplay photoshoot juliaroberts susansarandon edharris chriscolumbus
274167,Daddy's Home,comedy daddyshome willferrell markwahlberg lindacardellini seananders
224141,Into the Woods,fantasy comedy music witch cinderella prince fairytale musical princess sondheim curse basedonstagemusical beanstalk duringcreditsstinger redridinghood merylstreep emilyblunt jamescorden robmarshall
388,Inside Man,crime drama thriller bankmanager kidnapping nazibackground document ultimatum courtcase heist financialtransactions denzelwashington cliveowen jodiefoster spikelee
2112,Payback,drama action thriller crime newyork heroin money criminal melgibson kriskristofferson gregghenry brianhelgeland
10329,Congo,action adventure drama mystery sciencefiction thriller gorilla kongo diamondmine diamond lauralinney dylanwalsh erniehudson frankmarshall
74465,We Bought a Zoo,drama comedy family zoo mattdamon scarlettjohansson thomashadenchurch cameroncrowe
13811,Knowing,action adventure drama mystery sciencefiction thriller cataclysm code suspense endoftheworld timecapsule astrophysicist grievingwidower lexingtonmassachusetts westfordmassachusetts prediction researcher numbers news nicolascage rosebyrne chandlercanterbury alexproyas
6877,Failure to Launch,comedy hotelmom romanticcomedy lying livingwithparents pretendrelationship matthewmcconaughey sarahjessicaparker zooeydeschanel tomdey
10320,The Ring Two,drama horror thriller nun basedonnovel bathtub nightmare son sequel remake vision goodvsevil womanreporter mentalinstitution videotape evilchild naomiwatts simonbaker elizabethperkins hideonakata
50646,"Crazy, Stupid, Love.",comedy drama romance soulmates midlifecrisis marriagecrisis womanizer lawschool crazy relationship stevecarell juliannemoore ryangosling glennficarra
8920,Garfield,animation comedy family competition moderator lasagne garfield billmurray breckinmeyer jenniferlovehewitt peterhewitt
13673,Christmas with the Kranks,comedy family holiday christmas timallen jamieleecurtis danaykroyd joeroth
60308,Moneyball,drama underdog basedonnovel baseball teamwork sport partner meeting oaklandcalifornia strategy voiceover statistics bradpitt jonahhill philipseymourhoffman bennettmiller
6950,Outbreak,action drama sciencefiction thriller river general research army serum monkey epidemic medicalresearch dustinhoffman renerusso morganfreeman wolfgangpetersen
225574,Non-Stop,action thriller mystery airplane conspiracy airplanecrash cellphone hijack onenight mysterykiller liamneeson juliannemoore scootmcnairy jaumecollet-serra
